@id	@lat	@lon	name	waterway	man_made	substance
965676392	20.7042752	83.5147492		ditch		
965676393	20.7044219	83.5146848		ditch		
965676394	20.7045587	83.5146244		ditch		
965676395	20.7048616	83.5158857		ditch		
965676396	20.7049551	83.5158361		ditch		
965676397	20.7050561	83.5157825		ditch		
965676398	20.7121269	83.5281033		ditch		
965676399	20.7120328	83.5281877		ditch		
965676400	20.7122166	83.5280281		ditch		
965676401	20.7141038	83.5341449		ditch		
965676402	20.7141879	83.5341449		ditch		
965676403	20.7142600	83.5341422		ditch		
965676404	20.7143278	83.5371363		ditch		
965676405	20.7144306	83.5371309		ditch		
965676406	20.7145284	83.5371242		ditch		
965676407	20.7145623	83.5396696		ditch		
965676408	20.7146520	83.5396562		ditch		
965676409	20.7147273	83.5396454		ditch		
965676410	20.7176374	83.5507391		ditch		
965676411	20.7177560	83.5507008		ditch		
965676412	20.7178652	83.5506626		ditch		
965676413	20.7187664	83.5543836		ditch		
965676414	20.7188717	83.5543487		ditch		
965676415	20.7189765	83.5543131		ditch		
965676416	20.7201023	83.5588527		ditch		
965676417	20.7201995	83.5588172		ditch		
965676418	20.7202943	83.5587797		ditch		
965676419	20.7223307	83.5662134		ditch		
965676420	20.7224580	83.5661738		ditch		
965676421	20.7225752	83.5661396		ditch		
965676422	20.7228882	83.5681378		ditch		
965676423	20.7235147	83.5701858		ditch		
965676424	20.7237493	83.5700932		ditch		
965676425	20.7231604	83.5680434		ditch		
965676426	20.7230206	83.5680923		ditch		
965676427	20.7236408	83.5701348		ditch		
965676428	20.7244686	83.5730209		ditch		
965676429	20.7246637	83.5729304		ditch		
965676430	20.7245665	83.5729760		ditch		
965676431	20.7255524	83.5752544		ditch		
965676432	20.7256402	83.5751954		ditch		
965676433	20.7257293	83.5751412		ditch		
965676434	20.7271128	83.5776228		ditch		
965676435	20.7272119	83.5775330		ditch		
965676436	20.7273072	83.5774545		ditch		
